Iteration,M2,D2,V2,Pmech2,Loss
0,11.443670272827148,9.531828880310059,1.949927806854248,0.5049759745597839,8.174193681043107e-06
0,11.493642807006836,9.581741333007812,1.9999266862869263,0.4549771845340729,0.0010620459215715528
0,11.53445816040039,9.617995262145996,2.017218589782715,0.4374597668647766,0.00041728050564415753
0,11.578051567077637,9.667452812194824,1.9811992645263672,0.46967798471450806,0.0017121240962296724
0,11.611997604370117,9.702741622924805,1.949237585067749,0.4998686909675598,2.4764920453890227e-05
1,11.616952896118164,9.702800750732422,1.9695968627929688,0.47781306505203247,0.0007673106156289577
1,11.618560791015625,9.703079223632812,1.9901074171066284,0.4565069079399109,4.462095603230409e-06
1,11.622776985168457,9.703471183776855,1.999510407447815,0.44750940799713135,0.00028477449086494744
1,11.632814407348633,9.701593399047852,1.992550253868103,0.4569946527481079,0.0006780741387046874
1,11.644613265991211,9.702523231506348,1.9754252433776855,0.4768790900707245,0.00029386975802481174
2,11.645240783691406,9.702548027038574,1.9774866104125977,0.4746250808238983,1.2345262803137302e-05
2,11.658385276794434,9.703963279724121,1.9744632244110107,0.47553956508636475,2.4662827854626812e-05
2,11.670624732971191,9.705476760864258,1.9725823402404785,0.47539058327674866,3.2019615900935605e-06
2,11.68936824798584,9.709572792053223,1.9675191640853882,0.47709745168685913,1.0703643056331202e-05
2,11.705277442932129,9.71346378326416,1.9655591249465942,0.4760205149650574,1.876207534223795e-05
3,11.708765029907227,9.713247299194336,1.9680331945419312,0.47271281480789185,2.5405073756701313e-05
3,11.718735694885254,9.712115287780762,1.9712375402450562,0.46733081340789795,9.998308996728156e-06
3,11.726367950439453,9.710312843322754,1.9734421968460083,0.46365395188331604,7.001914582360769e-06
3,11.736185073852539,9.715251922607422,1.9692586660385132,0.46572157740592957,7.578764780191705e-05
3,11.74645709991455,9.720200538635254,1.9619954824447632,0.4711269736289978,2.5903998903231695e-05
4,11.746479988098145,9.720202445983887,1.9626965522766113,0.4704573154449463,2.0451082036743173e-06
4,11.746506690979004,9.72020435333252,1.9636751413345337,0.46957895159721375,1.1007886087099905e-06
4,11.761492729187012,9.721403121948242,1.9628404378890991,0.467041015625,7.309007742151152e-06
4,11.77035140991211,9.722700119018555,1.9621367454528809,0.46580058336257935,3.760701474675443e-06
4,11.779163360595703,9.724013328552246,1.959356427192688,0.4669018089771271,1.2979829079995397e-05
5,11.779341697692871,9.724003791809082,1.9581807851791382,0.4682459831237793,5.148527634446509e-06
5,11.77978515625,9.724114418029785,1.9566855430603027,0.47000718116760254,2.1722432848036988e-06
5,11.780028343200684,9.724189758300781,1.956099033355713,0.4709685444831848,2.9345162602112396e-06
5,11.78019905090332,9.72426986694336,1.9569495916366577,0.47051823139190674,5.640782092086738e-06
5,11.781469345092773,9.724181175231934,1.9580711126327515,0.46955737471580505,9.25325309708569e-07
6,11.781471252441406,9.72418212890625,1.9584705829620361,0.46923333406448364,1.4945571820135228e-06
6,11.779402732849121,9.724575996398926,1.9587403535842896,0.46952852606773376,9.077048161998391e-07
6,11.777325630187988,9.724971771240234,1.9593123197555542,0.4696081280708313,1.3381963981373701e-06
6,11.774467468261719,9.725456237792969,1.9598336219787598,0.4699394702911377,2.511954448891629e-07
6,11.77161979675293,9.725939750671387,1.9607267379760742,0.4699718952178955,1.3228305988377542e-06
7,11.771617889404297,9.725939750671387,1.961012601852417,0.4697680175304413,1.2119618304495816e-06
7,11.771612167358398,9.725939750671387,1.9614453315734863,0.46951407194137573,1.148655201177462e-06
7,11.771604537963867,9.725939750671387,1.9618172645568848,0.4694302976131439,1.1311626622045878e-06
7,11.771597862243652,9.725940704345703,1.9620307683944702,0.46962255239486694,1.2076615121259238e-06
7,11.77143669128418,9.725930213928223,1.9621976613998413,0.4699643850326538,6.220195700734621e-07
8,11.77143669128418,9.725930213928223,1.9622856378555298,0.46997249126434326,1.0457880534886499e-06
8,11.77143669128418,9.725930213928223,1.962455153465271,0.4699960947036743,1.0374886869612965e-06
8,11.77143669128418,9.725930213928223,1.9626967906951904,0.4700462520122528,1.0319652119505918e-06
8,11.771429061889648,9.725931167602539,1.9629998207092285,0.4701228737831116,8.814562875159027e-07
8,11.771421432495117,9.725932121276855,1.9633734226226807,0.4702276289463043,9.95649429569312e-07
9,11.771424293518066,9.725932121276855,1.9634459018707275,0.4702564477920532,1.0354905271015014e-06
9,11.771428108215332,9.725932121276855,1.9636033773422241,0.4702971279621124,9.810565870793653e-07
9,11.77143669128418,9.725932121276855,1.963858723640442,0.47035008668899536,1.112656832447101e-06
9,11.771444320678711,9.725932121276855,1.9641979932785034,0.47041529417037964,9.425555163034005e-07
9,11.771454811096191,9.725932121276855,1.9646053314208984,0.4705137610435486,9.669305427451036e-07
10,11.771453857421875,9.725932121276855,1.9646821022033691,0.4705291986465454,8.864828373589262e-07
10,11.771451950073242,9.725932121276855,1.964834451675415,0.4705629348754883,8.892523055692436e-07
10,11.77149486541748,9.725934982299805,1.9651082754135132,0.4705274999141693,6.523208639919176e-07
10,11.771535873413086,9.725937843322754,1.9653925895690918,0.4705829620361328,8.931234560805024e-07
10,11.771587371826172,9.725940704345703,1.9656707048416138,0.4707498848438263,9.300112537857785e-07
11,11.771820068359375,9.725879669189453,1.9657615423202515,0.47082552313804626,1.936685976033914e-06
11,11.7816801071167,9.72696590423584,1.9628124237060547,0.47234368324279785,9.452225640416145e-06
11,11.79142951965332,9.728056907653809,1.9613078832626343,0.47239723801612854,4.396098574943608e-06
11,11.80105972290039,9.729154586791992,1.961524248123169,0.47069889307022095,5.86221540288534e-06
11,11.810530662536621,9.730253219604492,1.9624133110046387,0.4683955907821655,1.6661235804349417e-06
12,11.81055736541748,9.730254173278809,1.961509108543396,0.4694848358631134,2.8516817565105157e-06
12,11.81058120727539,9.730256080627441,1.9604982137680054,0.47080621123313904,1.1506706414365908e-06
12,11.810505867004395,9.730013847351074,1.9603798389434814,0.4713587164878845,2.216348320871475e-06
12,11.809130668640137,9.729920387268066,1.9621655941009521,0.4703648090362549,5.22043910677894e-06
12,11.807750701904297,9.729825019836426,1.9643118381500244,0.469098836183548,1.1463538385214633e-06
13,11.80767822265625,9.729764938354492,1.963573694229126,0.4700314700603485,2.140397555194795e-06
13,11.801837921142578,9.729944229125977,1.9657917022705078,0.4699799120426178,7.258208825078327e-06
13,11.796416282653809,9.730069160461426,1.9675910472869873,0.47043919563293457,1.5849619785512914e-06
13,11.790997505187988,9.730195045471191,1.9689689874649048,0.4714694917201996,1.2192614349260111e-06
13,11.7855863571167,9.730321884155273,1.97036612033844,0.47258904576301575,7.230841561067791e-07
14,11.80152416229248,9.729879379272461,1.9684579372406006,0.47016608715057373,8.539287591702305e-06
14,11.817630767822266,9.72931957244873,1.965567946434021,0.4686807692050934,2.4050088995863916e-06
14,11.833054542541504,9.728761672973633,1.9614131450653076,0.4686700105667114,3.868763997161295e-06
14,11.848097801208496,9.728287696838379,1.9567910432815552,0.4692371189594269,1.9250833247497212e-06
14,11.86257266998291,9.727810859680176,1.9526309967041016,0.4694288372993469,1.5471542837985908e-06
15,11.862492561340332,9.727792739868164,1.9540163278579712,0.4681028425693512,4.066265773872146e-06
15,11.862412452697754,9.727774620056152,1.955561637878418,0.46674907207489014,1.5251814602379454e-06
15,11.862329483032227,9.727757453918457,1.9561519622802734,0.46659544110298157,3.3362607609888073e-06
15,11.853619575500488,9.729287147521973,1.9556591510772705,0.4705888330936432,2.2692474885843694e-05
15,11.844905853271484,9.730801582336426,1.9568510055541992,0.4729483425617218,5.024441179557471e-06
16,11.844958305358887,9.730801582336426,1.959816336631775,0.46985405683517456,1.3650506843987387e-05
16,11.844347953796387,9.730791091918945,1.9640554189682007,0.4658113420009613,2.9541272397182183e-06
16,11.843929290771484,9.731172561645508,1.9652451276779175,0.4651516377925873,1.5663998055970296e-05
16,11.843599319458008,9.731562614440918,1.9628260135650635,0.468572199344635,2.1874075173400342e-05
16,11.843276977539062,9.731958389282227,1.9594646692276,0.4731408357620239,2.656807282619411e-06
17,11.843423843383789,9.731965065002441,1.9621102809906006,0.470353901386261,1.0870489859371446e-05
17,11.843573570251465,9.73197078704834,1.9651447534561157,0.46726903319358826,1.147876446339069e-06
17,11.843487739562988,9.731595993041992,1.9661067724227905,0.4666998088359833,8.663689186505508e-06
17,11.843484878540039,9.731304168701172,1.9642807245254517,0.46927857398986816,1.2953865734743886e-05
17,11.843460083007812,9.731027603149414,1.9617218971252441,0.4727819859981537,1.9384879124118015e-06
18,11.843499183654785,9.731037139892578,1.9638530015945435,0.47058823704719543,6.858736014692113e-06
18,11.843538284301758,9.731046676635742,1.9662590026855469,0.46821871399879456,9.865332231129287e-07
18,11.836772918701172,9.732258796691895,1.9678459167480469,0.4690746068954468,1.252654692507349e-05
18,11.829297065734863,9.733397483825684,1.9681127071380615,0.471749484539032,4.415834155224729e-06
18,11.821892738342285,9.734546661376953,1.9687161445617676,0.47416263818740845,7.76373099142802e-07
19,11.819975852966309,9.734655380249023,1.9714986085891724,0.4720192551612854,6.501209099951666e-06
19,11.818039894104004,9.734766006469727,1.9742695093154907,0.46998700499534607,5.716033228964079e-07
19,11.816141128540039,9.734878540039062,1.97509765625,0.47016221284866333,6.048510385880945e-06
19,11.808916091918945,9.736745834350586,1.97618567943573,0.47182679176330566,2.5511099011055194e-06
19,11.803220748901367,9.738290786743164,1.9754990339279175,0.47505760192871094,3.419099357415689e-06
20,11.80324935913086,9.738019943237305,1.9768956899642944,0.47365692257881165,2.6190903099632123e-06
20,11.808588981628418,9.737008094787598,1.9752997159957886,0.4739634394645691,4.789649210579228e-06
20,11.813791275024414,9.736000061035156,1.9743764400482178,0.4736853539943695,8.911205782169418e-07
20,11.818832397460938,9.734984397888184,1.9740948677062988,0.47287824749946594,8.877228765413747e-07
20,11.823870658874512,9.733963966369629,1.9739480018615723,0.47201666235923767,5.082181928628415e-07
21,11.823873519897461,9.733966827392578,1.9734790325164795,0.47262054681777954,8.793199981482758e-07
21,11.82387638092041,9.733970642089844,1.9730693101882935,0.47325658798217773,5.095964183965407e-07
21,11.823895454406738,9.73397159576416,1.9732704162597656,0.4733218550682068,8.596662723903137e-07
21,11.825526237487793,9.734519958496094,1.973954677581787,0.47221362590789795,1.519774627922743e-06
21,11.827162742614746,9.735072135925293,1.9743146896362305,0.47155290842056274,7.0052971068435e-07
22,11.827183723449707,9.735068321228027,1.9734139442443848,0.472623348236084,1.6333702888005064e-06
22,11.827204704284668,9.735064506530762,1.9725900888442993,0.47370967268943787,5.139693826095026e-07
22,11.82965087890625,9.73449420928955,1.9719016551971436,0.4738065302371979,1.0038058917416492e-06
22,11.83211612701416,9.733919143676758,1.9724851846694946,0.4726249575614929,2.1682972146663815e-06
22,11.83433723449707,9.73366928100586,1.9728634357452393,0.47179901599884033,5.362323918234324e-07
23,11.835082054138184,9.73378849029541,1.9720762968063354,0.47255346179008484,1.553852030156122e-06
23,11.835837364196777,9.73391056060791,1.971567153930664,0.47310689091682434,5.933602551522199e-07
23,11.836597442626953,9.73403263092041,1.9718704223632812,0.47288861870765686,1.1526458365551662e-06
23,11.837095260620117,9.734051704406738,1.97280752658844,0.4722714424133301,1.077549882211315e-06
23,11.837447166442871,9.734259605407715,1.973446249961853,0.47210729122161865,6.627308835049917e-07
24,11.837432861328125,9.734267234802246,1.9731086492538452,0.4725807309150696,7.080171826601145e-07
24,11.837419509887695,9.734274864196777,1.9728702306747437,0.47304567694664,4.945484874951944e-07
24,11.837414741516113,9.734281539916992,1.973158359527588,0.47304317355155945,7.280992804226116e-07
24,11.837410926818848,9.734288215637207,1.9739230871200562,0.4726305305957794,6.729200094923726e-07
24,11.837421417236328,9.73429012298584,1.9747097492218018,0.47230544686317444,5.515544785339443e-07
25,11.838057518005371,9.734304428100586,1.9739832878112793,0.47302865982055664,1.2592262237376417e-06
25,11.838700294494629,9.734306335449219,1.9735182523727417,0.47357210516929626,5.223823791311588e-07
25,11.848569869995117,9.735508918762207,1.9712810516357422,0.4724830090999603,2.9754978640994523e-06
25,11.858255386352539,9.736700057983398,1.9694678783416748,0.47106796503067017,7.610451575601473e-07
25,11.867471694946289,9.737937927246094,1.9670835733413696,0.4704868793487549,1.0773261465146788e-06
26,11.861084938049316,9.736186027526855,1.9673434495925903,0.4730053246021271,5.356023393687792e-06
26,11.853714942932129,9.73405647277832,1.970033884048462,0.4735625684261322,4.366426765045617e-06
26,11.846417427062988,9.731881141662598,1.9742664098739624,0.47256290912628174,2.6279026315023657e-06
26,11.839179039001465,9.729676246643066,1.9785096645355225,0.4716640114784241,5.335166406439384e-07
26,11.832437515258789,9.727441787719727,1.980770230293274,0.47287702560424805,3.953790383093292e-06
27,11.832430839538574,9.72741985321045,1.9795995950698853,0.47425076365470886,1.7516929347038968e-06
27,11.832426071166992,9.727396011352539,1.9786231517791748,0.4754972457885742,3.1622803930986265e-07
27,11.832489013671875,9.727363586425781,1.9791109561920166,0.47520381212234497,2.169682147723506e-06
27,11.83250617980957,9.72726058959961,1.9806746244430542,0.4738549590110779,1.1854323247462162e-06
27,11.832523345947266,9.727158546447754,1.9818875789642334,0.47297564148902893,4.4339890337141696e-07
28,11.832331657409668,9.727965354919434,1.9802188873291016,0.4748785197734833,2.973105210912763e-06
28,11.832139015197754,9.728775978088379,1.979167103767395,0.4761911928653717,5.529560098693764e-07
28,11.83191204071045,9.7296142578125,1.9801268577575684,0.47541046142578125,3.5701914384844713e-06
28,11.832619667053223,9.730249404907227,1.9821770191192627,0.4731237590312958,1.8264009895574418e-06
28,11.833230018615723,9.730842590332031,1.9830458164215088,0.4722576141357422,1.7002620325001772e-06
29,11.83339786529541,9.730828285217285,1.9806610345840454,0.4748970568180084,5.225205768510932e-06
29,11.833565711975098,9.730813980102539,1.9788256883621216,0.4770203232765198,4.716696935247455e-07
29,11.83345890045166,9.73068618774414,1.9798908233642578,0.4762139916419983,6.457894869527081e-06
29,11.833415985107422,9.730557441711426,1.9828742742538452,0.4733745753765106,3.179806299158372e-06
29,11.833056449890137,9.73023509979248,1.9853235483169556,0.47132816910743713,5.961065312476421e-07
30,11.833149909973145,9.730239868164062,1.9816442728042603,0.4754248261451721,1.1790813914558385e-05
30,11.83549690246582,9.729992866516113,1.9764759540557861,0.4805302619934082,1.540084667794872e-06
30,11.838109016418457,9.729752540588379,1.9778918027877808,0.47852057218551636,3.5416589525993913e-05
30,11.859814643859863,9.732316017150879,1.9771796464920044,0.469864159822464,3.1321727874455974e-05
30,11.880236625671387,9.734818458557129,1.9730387926101685,0.46480053663253784,9.50765115703689e-06
31,11.882107734680176,9.736725807189941,1.9652490615844727,0.47234874963760376,4.143833211855963e-05
31,11.884164810180664,9.73864459991455,1.958829402923584,0.4784804582595825,2.188619646403822e-06
31,11.882168769836426,9.736522674560547,1.9643522500991821,0.4746265411376953,7.350403757300228e-05
31,11.881893157958984,9.733901977539062,1.97021484375,0.4696378707885742,1.0548625368755893e-06
31,11.881620407104492,9.73127555847168,1.974198341369629,0.4668242633342743,4.062229436385678e-06
32,11.881710052490234,9.73134994506836,1.9689329862594604,0.4726748466491699,2.4934141038102098e-05
32,11.881807327270508,9.73104190826416,1.9644362926483154,0.47787564992904663,1.0977294095937395e-06
32,11.886037826538086,9.724296569824219,1.9636751413345337,0.477937251329422,1.969243021449074e-05
32,11.893871307373047,9.718914031982422,1.9673620462417603,0.4714926481246948,3.072039544349536e-05
32,11.901658058166504,9.713540077209473,1.971390724182129,0.4648467004299164,7.80392781507544e-07
33,11.901684761047363,9.713602066040039,1.964972734451294,0.471924751996994,3.7029549275757745e-05
33,11.9016752243042,9.713674545288086,1.9599485397338867,0.47768059372901917,2.1720388758694753e-06
33,11.866250991821289,9.724441528320312,1.987455129623413,0.4672045111656189,0.00019933290604967624
33,11.837228775024414,9.731344223022461,2.0075395107269287,0.464450865983963,4.50881379947532e-05
33,11.812743186950684,9.738357543945312,2.015749454498291,0.47707217931747437,0.00018443353474140167
34,11.812810897827148,9.738429069519043,2.011775255203247,0.4823063910007477,2.172117638110649e-05
34,11.812875747680664,9.738493919372559,2.0080981254577637,0.48708799481391907,2.654116428857378e-07
34,11.813150405883789,9.738764762878418,2.0088210105895996,0.48585084080696106,2.8434167688828893e-05
34,11.81347942352295,9.739049911499023,2.0129213333129883,0.480094313621521,1.6009886167012155e-05
34,11.813904762268066,9.739320755004883,2.0172152519226074,0.47398841381073,1.8199980900135415e-07
35,11.814166069030762,9.740246772766113,2.010519504547119,0.4825688898563385,5.917928501730785e-05
35,11.81442928314209,9.741175651550293,2.0045933723449707,0.49006375670433044,9.429275564798445e-07
35,11.814986228942871,9.74273681640625,2.00571346282959,0.4882063865661621,7.07485742168501e-05
35,11.815691947937012,9.744362831115723,2.012373208999634,0.47914254665374756,4.2980984289897606e-05
35,11.816411018371582,9.746125221252441,2.0170440673828125,0.4726308584213257,5.3773342187923845e-06
36,11.825859069824219,9.7427339553833,2.001108169555664,0.4865386486053467,0.00017180114809889346
36,11.835450172424316,9.739380836486816,1.9902805089950562,0.49385562539100647,3.815514355665073e-05
36,11.845560073852539,9.736181259155273,1.990757703781128,0.4862351417541504,0.0002024202112806961
36,11.857808113098145,9.724204063415527,1.996549367904663,0.4712873101234436,5.8304132835473865e-05
36,11.870476722717285,9.712132453918457,1.9972432851791382,0.46238067746162415,3.515872231218964e-05
37,11.865924835205078,9.708885192871094,1.991652011871338,0.4734761118888855,0.00013104209210723639
37,11.861408233642578,9.70564079284668,1.9838355779647827,0.48692408204078674,8.354953024536371e-06
37,11.857719421386719,9.7050199508667,1.9834446907043457,0.4909712076187134,0.00010030143312178552
37,11.854377746582031,9.704665184020996,1.9935129880905151,0.4827059507369995,0.00017303242930211127
37,11.850320816040039,9.70356273651123,2.0045576095581055,0.4737952947616577,8.001969149518118e-07
38,11.85067367553711,9.703302383422852,2.0003128051757812,0.4786975085735321,2.8187158022774383e-05
38,11.851028442382812,9.70304012298584,1.9958654642105103,0.48383471369743347,6.559609744272166e-08
38,11.8526611328125,9.70268440246582,1.9949523210525513,0.483865886926651,3.061218012589961e-05
38,11.854310035705566,9.70238971710205,1.9979866743087769,0.47923755645751953,2.5188797735609114e-05
38,11.856097221374512,9.701838493347168,2.0016260147094727,0.4738315939903259,7.302439257728111e-07
39,11.856406211853027,9.70134162902832,1.9979077577590942,0.4781181216239929,2.1301781089277938e-05
39,11.856714248657227,9.700844764709473,1.9941617250442505,0.4824415147304535,4.485818383415108e-09
39,11.85620403289795,9.699033737182617,1.9931166172027588,0.48431500792503357,7.037605428195093e-06
39,11.855717658996582,9.697776794433594,1.9966917037963867,0.48073363304138184,3.401617505005561e-05
39,11.856642723083496,9.697254180908203,2.0021746158599854,0.4738464951515198,1.2728301953757182e-05
40,11.856706619262695,9.697284698486328,1.9985299110412598,0.4781569838523865,2.1343017579056323e-05
40,11.856770515441895,9.697315216064453,1.994607925415039,0.4827956259250641,1.2276581173864543e-07
40,11.857216835021973,9.698062896728516,1.9940705299377441,0.48316362500190735,2.095009585900698e-05
40,11.858879089355469,9.698478698730469,1.9969918727874756,0.4786798655986786,2.6711486498243175e-05
40,11.860647201538086,9.698868751525879,2.0004642009735107,0.4734996259212494,5.587987743638223e-07
41,11.86066722869873,9.698890686035156,1.9968639612197876,0.477762371301651,2.056187076959759e-05
41,11.860685348510742,9.698891639709473,1.9930918216705322,0.48223623633384705,5.666931457426472e-08
41,11.86099624633789,9.698795318603516,1.9925528764724731,0.4827796220779419,1.7496669897809625e-05
41,11.862813949584961,9.698060989379883,1.9953714609146118,0.47845202684402466,2.6515010176808573e-05
41,11.868093490600586,9.694221496582031,1.9945378303527832,0.47624728083610535,5.306831553753e-06
42,11.868091583251953,9.694202423095703,1.9936466217041016,0.4773154854774475,1.272685494768666e-06
42,11.868095397949219,9.694230079650879,1.9925342798233032,0.4786587953567505,1.1174806502367574e-07
42,11.869711875915527,9.694825172424316,1.992620825767517,0.47742998600006104,7.18171304470161e-06
42,11.871335983276367,9.695425987243652,1.9929063320159912,0.47598981857299805,8.471962331668692e-08
42,11.872973442077637,9.696030616760254,1.9923429489135742,0.47556087374687195,1.132026341110759e-06
43,11.872963905334473,9.696041107177734,1.9913150072097778,0.47680044174194336,1.6498146351295873e-06
43,11.874924659729004,9.695501327514648,1.9905614852905273,0.4763656556606293,2.9517957500502234e-06
43,11.876895904541016,9.694958686828613,1.9895941019058228,0.4762083888053894,1.458183760405518e-07
43,11.879437446594238,9.69447135925293,1.9889845848083496,0.475231409072876,7.054553066154767e-07
